Datetime,Tweet Id,Text,Username
2022-10-05 22:09:59+00:00,1577783185626337282,"Hi🌼
😰They will always be remembered as fear and evil for Shaarchildren  😱They have such ugly faces that they look like wild animals 
👀They are called #Garugi and they make animal noises when they talk.  🤷‍♀️They used black magic and cursed talismans
#TWTR #MetaRPG #ShaarMining https://t.co/THl3RbiYf4",ve_atama
2022-10-05 22:06:35+00:00,1577782329807982593,"#Garugi feeds on flesh and blood
They were bloodthirsty and also exiled to the eastern horn island by the eastern sons (Maaris)
🔺They also tried to get Aya shaar by curse and magic, which resulted to their exile.
#TWTR 
#MetaRPG #ShaarMining https://t.co/EH9S6eS0G4",UzochukwuJerem1
2022-10-05 22:00:22+00:00,1577780762589405186,"We call them wild #Garugi.
⛔They tried to get Aya Shaar by curse and magic, so they were exiled to the furthest place. 
🩸They became more and more brutal, feeding on blood and flesh.
💀They talk among themselves, making noises like animals.
#TWTR #MetaRPG #ShaarMining https://t.co/wSesJMgKSD",YogiTugi
2022-10-05 21:35:19+00:00,1577774460949635076,Trending now on FinTwit US #SPY -0.23% · #TWTR -1.35% · #TSLA -3.46% · #META -0.93% · #AAPL 0.21% · #XOM 4.04% · #QQQ -0.05% · #CSCW 13.29% · #F 1.21% · #CHWY 10.72% · Here's more https://t.co/2eJQmFAR2N,fintwit_watch
2022-10-05 21:23:34+00:00,1577771502115688463,Daily chart bearish swing flagged for $TWTR on 10-05-2022 calculated after market close with unusual options flow. #bearishswing #TWTR #unusualoptionsflow https://t.co/CSI4ClPne0,beaker192
2022-10-05 21:09:48+00:00,1577768039138922516,"🔮They did so much evil that they wanted to destroy Aya Shaar with curse and black magic.

💀The Maari tribe named them #Garugi. But he did not stop driving them, they fed on blood and meat. Evil comes from darkness.
For more: https://t.co/YkVJHzeyCe…
#TWTR #MetaRPG #ShaarMining https://t.co/lhsq36rjRS",Austin37507064
2022-10-05 21:05:28+00:00,1577766948422705152,"🔥 #Shaarchildren called them #Garugi (Expatriate). Some of his sons (the Guardian) called them Old Fathers.

🌑There was neither day nor noon on the island; It was just a gloomy night.

🪦Sons have claws where their soft fingers are

#MetaRPG
#ShaarMining
#TWTR
@shaargame https://t.co/nKM6wZva6u https://t.co/A0GpTEjyjx",TekilBilge
2022-10-05 21:04:23+00:00,1577766676866732059,Daily chart inside bar flagged for $TWTR on 10-05-2022 calculated after market close with unusual options flow. #insidebar #TWTR #unusualoptionsflow https://t.co/nYLPs48j6k,beaker192
2022-10-05 21:02:42+00:00,1577766252214362112,"#Garugi (expatriate) was expelled Eastern Sons (Maari) Even though they walked with them(Eastern sons) during the period of walks, this was due to the fact that they (Garugi) believed in Urkert Donakit, and intended Aya Shaar with curse and dark charm.
#MetaRPG #ShaarMining #TWTR https://t.co/fmBVV68jyk",EzekweChukwueb1
2022-10-05 20:50:40+00:00,1577763225084563466,"📢 In Shaar Expatriate Tribe known as #Garugi were bloodthirsty
📍 They believed in Urkert Donakit
📍 Maari exiled them to the East Horn Island
📍 They fed on flesh and blood
📍 They sounds like an animal
📍 Sons have 🐾
 MORE⤵️
https://t.co/1Nj8ue8d1w
#ShaarMining #MetaRPG #TWTR https://t.co/AWQYJO67If",ferdiseyyidtas
2022-10-05 20:49:30+00:00,1577762928622706688,"The #Shaarchildren call them #Garugi, they were not allowed to shed blood and  They walked with Eastern Sons during the Period of Walks and were also the first to hear delusions coming from the sea of Tarnish.
#TWTR #MetaRPG #Shaarmining
More details ⬇️ https://t.co/zqJ7F0Mvpf https://t.co/6ngWGQPgtA",ranking_chris
2022-10-05 20:49:08+00:00,1577762838591856640,"#Garugi (Expatriate)
Some sons (Protector) called them Oldfathers.
 In Common Language, they are known as Oldhorned.
They were among maligns.
They were bloodthirsty.
#TWTR 
#ShaarMining 
#MetaRPG 
For more
https://t.co/VLcrhq8E0p",333MSTF333
2022-10-05 20:48:26+00:00,1577762661474893825,"#Garugi (Expertriate) where exiled to the East Horn Island by the Eastern sons (Maari).

They were bloodthirsty and also were the first to hear delusions coming from the sea of Tarnish.

Read more: https://t.co/ykzyNl1vRG

#TWTR #MetaRPG #ShaarMining https://t.co/WfiaPzQ4Ez",Ucee_Emmanuel
2022-10-05 20:42:29+00:00,1577761162006970368,"Top positive stocks by News🔥🔥

((Source:https://t.co/9llHJPMqZM))

#twtr #twitter #gush #uso #bno #oil #oih #uco #spy #Metaverse
#meta #litecoin #nft #coinbase #stockmarket #stocks #forexsignals #success #binary #dogecoin #blockchaintechnology https://t.co/haOn51Jk0s",mysocial_pulse
2022-10-05 20:37:04+00:00,1577759799273570304,"#shaar_Garugi or Expatriat

during the marching period
Maari exiled them to a faraway place on the East Horn Island

They are bloodthirsty, and they are the first to hear the delusions that come from the sea of ​​Tarnish

#Garugi #TWTR #MetaRPG #ShaarMining https://t.co/a2H5GamrAt",OOcharles08
2022-10-05 20:36:51+00:00,1577759745477419008,"#Shaar_Garugi or Expatriat

during the marching period
Maari exiled them to a faraway place on the East Horn Island

They are bloodthirsty, and they are the first to hear the delusions that come from the sea of ​​Tarnish

#Garugi #TWTR #MetaRPG #ShaarMining https://t.co/fK0dDtABQi",OOcharles08
2022-10-05 20:36:28+00:00,1577759651227176985,"👿 #Garugi  

They are used to living in the dark.

They walked with Eastern Sons during the Period of Walks. But they were among maligns. 

Some sons (Donaz) called them oldfathers  by using

#TWTR
 #MetaRPG #ShaarMining https://t.co/3YCNDE055x",serden_eth
2022-10-05 20:35:28+00:00,1577759398457446407,"$TWTR seeing an uptick in chatter on 4chan over the last 24 hoursVia https://t.co/TyWnBqE0Co#twtr    #4chan  #trading https://t.co/h6HVJgk2sn",topstonks
2022-10-05 20:22:02+00:00,1577756017399668736,"#Garugi (Expatriate) Shaar is another bloodthirsty tribe in gaming. they live in the dark and grow stronger. They were punished by the Maari and exiled to the East Horn Island. They were the first to hear delusions coming from the Sea of Tarnish.

#TWTR #ShaarMining  #MetaRPG https://t.co/ZxvJ5EfvWt",YigidoT
2022-10-05 20:16:06+00:00,1577754524806160385,"Tribes
 #Shaar #Garugi (Expatriate) 

 ◇Eastern Sons (Maari) exiled them to the farthest known place, to East Horn Island. 
◇ They were bloodthirsty. They were the first to hear delusions coming from the Sea of Tarnish..

#TWTR
 #MetaRPG #ShaarMining https://t.co/06mLz3LubL",aryaatl1
2022-10-05 20:10:15+00:00,1577753053423452180,"Meet the Garugi (Expatriate),

Eastern Sons (Maari) exiled them to the farthest known place, to East Horn Island. 

They were bloodthirsty.
They were the first to hear delusions coming from the Sea of Tarnish...

More: https://t.co/0G2HKTSwNX 

#Garugi #TWTR #MetaRPG #ShaarMining https://t.co/yTJvYQyieb",Charles62086
2022-10-05 19:52:26+00:00,1577748568349310976,"@Jim_Jordan Nobody ""hates"" Elon Musk.

He's kinda weird.

And he grossly overpaid for #TWTR  

But nobody hates him.",CryptoMatt8
2022-10-05 19:47:13+00:00,1577747253581824026,"Who should @elonmusk task to run Twitter for him?

$TSLA #SpaceX $PYPL #paypal #TESLA #TWTR @Twitter #Nueralink #OpenAI #solarcity @Tesla",AlfromBoston617
2022-10-05 19:44:29+00:00,1577746567737606149,"BBO Mid Day            10-05-22            John Dunigan, CFA             732-778-9194              @JADunigan2
 
AM topics (synopsis on Twitter)
1) Twitter = ‘apps’ swiss army knife? #TWTR calls
2) #S&amp;P-500 – fastest rebound in 10 years + buy #QQQ puts/se…https://t.co/xvYQcMJsns",JADunigan2
2022-10-05 19:32:27+00:00,1577743540746174469,#TWTR stocks collected @Twitter,nemesis_75
2022-10-05 19:30:00+00:00,1577742922279272453,"$TWTR: "" #TWTR stock trims loss""📉⏬

1. #Twitter's stock was recently down around 0.5%, to $51.71.

2. The shares closed Tuesday at $52, just below Mr. #Musk's $54.20-per-share offer price. https://t.co/h3NgkDHBOY",FinSummit
2022-10-05 19:26:04+00:00,1577741934705115137,"@MikeLoychik @kathykuhns01 #TWTR 

$TWTR",geekSportsCS
2022-10-05 19:16:19+00:00,1577739477744861191,"They walked with Eastern Sons during the Period of Walks. But they were among maligns. They were the first to hear delusions coming from the Sea of Tarnish. @shaargame

For more 👇 

https://t.co/hv4GSRLF1G

#Garugi
#TWTR
#ShaarMining 
#MetaRPG https://t.co/kx9JU4cx5J",sdoyar
2022-10-05 19:14:56+00:00,1577739130498617344,Elon #Musk makes offer to pay for #Twitter #TWTR in #Dogecoin.,brianmsc
2022-10-05 19:01:08+00:00,1577735656628944896,"Dear shaar children,did you know that #Garugi were the 1st to feel delusion from tarnish sea?
They were pushed south becos of there boodthirsthiness....
#TWTR #ShaarMining
#MetaRPG https://t.co/WCuDlIKbvf",Yusluv4real4
2022-10-05 18:41:55+00:00,1577730820491530240,#TWTR  54.57 very important in the bullish side on weekly and monthly chart if the price holds above it then we might see 56.02 - 58.40 - 62.24 - 64 - 72.37 - 77 https://t.co/Bd4xAZRDfR,nz_traders
2022-10-05 18:39:24+00:00,1577730190607880208,"Today is all about  #Garugi (expatriate) that were sent to exile by Maari far to island 
They were bloodthirsty in nature
#TWTR
#ShaarMining 
#MetaRPG https://t.co/J2ZtmuGRpb",iundabida
2022-10-05 18:34:52+00:00,1577729049669111846,"If you are in the continental US and want to watch #TheWindandTheReckoning virtually, it is available starting 10/6 for $14.00. We are so excited to be able to see it! #TWTR  @WindReckoning #henryiancusick @hicusick 

https://t.co/HeZR3g4oRs",cusickgallery
2022-10-05 18:15:02+00:00,1577724058095030292,"Who's going to send the first #tweet from the #moon? 
How long must we wait for a #tweet from #Mars @elonmusk #TWTR",moon
2022-10-05 17:51:52+00:00,1577718226741612546,"@bennyjohnson #TWTR 

$TWTR",geekSportsCS
2022-10-05 17:50:58+00:00,1577718000165289987,"@bennyjohnson #TWTR 

$TWTR",geekSportsCS
2022-10-05 17:50:24+00:00,1577717857974358016,"@zerohedge $TSLA $TWTR
#TSLA missing q3 deliveries is not good, headwinds ahead to meet q4 expectations?
#TWTR - if bought out, looking for share to slide after deal is done, if no deal again, share prices slides as well
uncertainty is holding prices up?
Elon deploying #TWTR as distraction?",Pappa_Young
2022-10-05 17:47:55+00:00,1577717231580229637,"@PapiTrumpo #TWTR 

$TWTR",geekSportsCS
2022-10-05 17:45:10+00:00,1577716538702008341,"$TWTR seeing sustained chatter on wallstreetbets over the last few daysVia https://t.co/TyWnBqE0Co#twtr    #wallstreetbets  #investing https://t.co/FtIGipc7DQ",topstonks
2022-10-05 17:43:13+00:00,1577716050921418752,TWTR @ElonMusk - #TWTR chart on @TradingView https://t.co/1IyzwhvA3A,SunilDhawan13
2022-10-05 17:32:13+00:00,1577713282038861828,"They were forced to eat their minstrels. And there was much rejoicing. 

#TWTR",sserb
2022-10-05 17:29:48+00:00,1577712673596346374,"They fed on flesh and blood. Rangers or lords were either murdered or tortured by them to make them resemble themselves.
There was neither day nor noon on the island; it was only gloomy night. #Garugi #TWTR

more  👇
https://t.co/cMFmSJ9Mm4

#ShaarMining #MetaRPG https://t.co/S4FmBUvkcv",hert_hert
2022-10-05 17:20:32+00:00,1577710343396233221,"Are you getting consistent buy and sell signals like I am?
Feel free to contact me on signal or WhatsApp using their telephone system my name is Jack Stewart
Check out my #TWTR analysis on @TradingView: https://t.co/H6GC7UsToh",stewdomer
2022-10-05 17:19:14+00:00,1577710014004862976,"The mystical world of @shaargame has amazing #Garugi (Expatriate) characters. As far as we know, they are a community that got used to live beneath darkness, completely forgot Common Language, communicating through strange sounds.
#TWTR  #MetaRPG #ShaarMining https://t.co/KwaAhYIJAW",SharpEC19
2022-10-05 17:18:20+00:00,1577709785750855680,"#Garugi AKA (Expatriate), were exiled to East Horn Island by Mari (sons), 
😱They were bloodthirsty and were the first to hear delusions coming from the Sea of Tarnish...
#TWTR #ShaarMining #MetaRPG",FreeA_H
2022-10-05 17:09:58+00:00,1577707680675807232,"$TWTR was the 11th most mentioned on 4chan over the last 24 hoursVia https://t.co/EHtQ1E9DIg#twtr    #4chan  #altcoin https://t.co/iC3PLUU4Jn",topstonks
2022-10-05 17:09:49+00:00,1577707644445655040,TWTR Twitter Buyout Price - #TWTR chart on @TradingView https://t.co/QKz1zGgZpo,BuySell_Signals
2022-10-05 17:07:21+00:00,1577707024158453761,"📣 Some sons  called them Oldfathers. #Garugi
🏝 There was neither day nor noon on the island; it was only gloomy night.

For more 👇 

https://t.co/QxQe0Wz9Lf

#Garugi
#TWTR
#ShaarMining 
#MetaRPG https://t.co/pALFk09Eo2",oznurgder1
2022-10-05 16:49:03+00:00,1577702417956601858,@unusual_whales Bullish #TWTR to $1T company,wk68bhwksb
2022-10-05 16:46:41+00:00,1577701821644247041,You really think Elon buys twitter outright? Lets see this 30% decline in $TWTR stock come faster then you think! #TWTR $TSLA,WolfofSPX
2022-10-05 16:42:24+00:00,1577700745566162951,"💀Today we're reviewing #Garugi on @shaargame

🪚The Eastern Sons  exiled them to the furthest known place, Eastern Horn Island.
 🗡They were bloodthirsty.
⚔️They were the first to hear the hallucinations from the Tarnish Sea.

#ShaarMining #MetaRPG #NFTs #TWTR https://t.co/TUgA6RNz8J",Etliekmek19
2022-10-05 16:39:41+00:00,1577700061131292674,"$TWTR seeing an uptick in chatter on 4chan over the last 24 hoursVia https://t.co/EHtQ1E9DIg#twtr    #4chan  #blockchain https://t.co/VhU7EOhUy4",topstonks
2022-10-05 16:35:46+00:00,1577699074408681479,Macro data is somewhat mixed but #ACFView our sense is that Sep data is looking like more #US key beats vs. misses - this may be down to beaten up consensus expectations. $TSLA punished by Musk after he agrees #TWTR $TWTR #Twitter deal and says deal  may impact #Tesla stock. https://t.co/ypwQJ9DRkN,ACFER5
2022-10-05 16:33:36+00:00,1577698532009680896,"@unusual_whales That are all in on the scam within #TWTR, then.  🤔",LucianoDa2nd
2022-10-05 16:27:13+00:00,1577696923414413314,"Shaarchildren  called them #Garugi 
They were not allowed to shed blood.
They had rangers waiting for them at first. @shaargame                         
#Garugi  #TWTR
#ShaarMining  #MetaRPG https://t.co/buQhpGCxEk",yedyr35
2022-10-05 16:18:33+00:00,1577694740966948864,"WOW, if you think you’ve had a busy week 👀 #Optimus #twtr #SpaceX 

Huge respect for @elonmusk",arrayson
2022-10-05 16:12:24+00:00,1577693196267622400,"Meet the bloodthristy tribe in #ShaarMining &amp; used to live in the beneath darkness

#Garugi (Expatriate)

They've completely forgot Common Language, communicating through strange sounds like animals 

#TWTR #MetaRPG https://t.co/FsOXK1XLo0",DeJetStream_
2022-10-05 16:07:34+00:00,1577691976723361792,"friends @shaargame
#Garugi or Expatriat

during the marching period
Maari exiled them to a faraway place on the East Horn Island

They are bloodthirsty, and they are the first to hear the delusions that come from the sea of ​​Tarnish

#TWTR #ShaarMining 
#MetaRPG https://t.co/CmqCVTUKD4",Avit98
2022-10-05 16:04:51+00:00,1577691294415355904,"🔸One of the Night Division tribes to choose from in the @shaargame is #Garugi or called Expatriate

🔸They live in the farthest known place, the East Horn Island
Nesting in a Sin

🔸They pursued their aims, grew their curses and inflamed dark charms

#ShaarMining #MetaRPG #TWTR https://t.co/SRlVNmtxwK",Crypto_Ria_
2022-10-05 16:04:32+00:00,1577691214715011074,"These are the exile sons of shaar
#Garugi(Expatriate)

they’re the first to hear delusions coming from the sea of tarnish some sons (protector) called them old fathers 
#TWTR
#MetaRPG
#Shaarmining https://t.co/3xMqdlkbx6",EmeraldKingz
2022-10-05 16:01:51+00:00,1577690539977228288,$TWTR #TWTR @elonmusk @JimJame74888138 @JROL17_ @BAMinvestor @LadeBackk https://t.co/dMtd1Xg66z https://t.co/tHUPiguLaQ,JasonNye19
2022-10-05 15:57:48+00:00,1577689519112978432,"In the #shaargame, #Garugi (Expatriate) also known as Oldhorned in common language.
They walked with Eastern Sons during the Period of Walks,They were the first to hear delusions coming from the Sea of Tarnish. 

Read below 👇
https://t.co/0RdFe8hxl7

#TWTR #MetaRPG  #ShaarMining https://t.co/bVTuLTOPLM",Graciou67310243
2022-10-05 15:57:40+00:00,1577689488930836482,"👿Garugi (Expatriate);Protector called them Oldfathers. 
👿They are known as Oldhorned in Common Language
🐎#Garugi is great Batura (Lakehorse) and Jehi Zizugkar (Motley Whine) master
☠️They walked with Eastern Sons, but they were among maligns
#MetaRPG #ShaarMining #TWTR https://t.co/7UX0zklQpm",Bitcoinfanaticc
2022-10-05 15:45:18+00:00,1577686376614690816,"$TWTR #TWTR @elonmusk @JimJame74888138 @JROL17_ @BAMinvestor @LadeBackk 

This will retrace to $47 and sum change. Extreme Value for share holders @ offering price.

10/7 $50 Puts look nice until then.

Now pass the Motts Cups and Bump the Matlock. https://t.co/YOWufgMDWu",JasonNye19
2022-10-05 15:39:00+00:00,1577684788760166403,"🔹 Elon Musk agrees original deal 
🔹 Have 'Bot' numbers been revealed?
🔹 #TWTR share price rockets 
🔹 Why the delay? 

@JeremyNaylor_IG has the latest as Elon Musk looks to finally secure the takeover of Twitter 👇 https://t.co/fKCy7GrPmX",IGcom
2022-10-05 15:38:06+00:00,1577684564616826881,"Let's get to know  #Garugi  
it is said that they are bad people and they are exiled.

They were the first to hear delusions coming from the Sea of Tarnish. 

#TWTR
 #MetaRPG #ShaarMining https://t.co/qfAGmCoIHl",SuryoWidho
2022-10-05 15:34:51+00:00,1577683745955520514,"$TWTR seeing an uptick in chatter on wallstreetbets over the last 24 hoursVia https://t.co/TyWnBqE0Co#twtr    #wallstreetbets  #investing https://t.co/S3nyi5iIDB",topstonks
2022-10-05 15:32:00+00:00,1577683027152588801,$TWTR How is Elon Musk financing his takeover of Twitter? (by @jai_singh1997) https://t.co/fCfuEATVW0 #TWTR,aharmantas
2022-10-05 15:30:35+00:00,1577682673639641089,"Well, turns out #twitter #twtr $twtr isnt just good for strong arming @khamenei_ir #Iran over #MahsaAmini protests but it is also good for convincing @elonmusk #tesla #tsla $tsla #spacex #spacesex #dogecoin to move forward with his acquisition of this social media platform ✊️😀 https://t.co/stX9uvEJDC https://t.co/Zl6CeR8qyx",etherealogian
2022-10-05 15:30:01+00:00,1577682530492420104,@karenfinerman Possibly didn't want the courts looking at his businesses too closely because i'm sure that #TWTR's lawyers would have brought up some previous questionable behavior to damage his image or worse...sometimes it doesn't pay to air dirty laundry in public...,drfager
2022-10-05 15:20:05+00:00,1577680027151368194,$TWTR How is Elon Musk financing his takeover of Twitter? https://t.co/Bp5NQAtv25 #TWTR,proactive_NA
2022-10-05 15:18:39+00:00,1577679667498291201,"We continue to get acquainted with the world of #Shaar

#Garugi (Expatriate)
They are a community that got used to live beneath darkness, completely forgot Common Language, communicating through strange sounds like animals today.

#TWTR #ShaarMining #MetaRPG #SocialMining https://t.co/NnVw7GnyiA",SashaVolkoff1
2022-10-05 15:16:17+00:00,1577679074553741315,$TWTR How is Elon Musk financing his takeover of Twitter? (by @jai_singh1997) https://t.co/UOI2XHDh3F #TWTR,emilyjjarvie
2022-10-05 15:15:14+00:00,1577678808278306816,I’m so angry at @elonmusk for putting his focus on something non Tesla or tech. Like he has no interest in his investors who do care for what he specialises in. #twtr #tsla @garyblack00 @TeslaBoomerMama @GerberKawasaki,__mr500__
2022-10-05 14:53:57+00:00,1577673454429642754,"#TWTR #Twitter #ElonMusk #Musk #USA

Elon Musk vuelve a ofrecer la misma cantidad para comprar Twitter. 

Hoy parece que se estabiliza después de la gran subida de ayer con todo el tema de la compra. 

https://t.co/QMi6Z66ehM",precioobjetivo
2022-10-05 14:46:25+00:00,1577671557643735040,"#Garugi(Expatriate) are exile sons of shaar they’re the first to hear delusions coming from the sea of tarnish some sons (protector)called them oldfathers 
#TWTR
#MetaRPG
#Shaarmining https://t.co/HxmYKLtJCK",Constantmade
2022-10-05 14:45:31+00:00,1577671329951653893,"🔥In Common Language, they are known as Oldhorned.

🟣They walked with Eastern Sons during the Period of Walks.

🟠But they were among the wicked.

⚡️They are the #Garugi 

#TWTR #MetaRPG #ShaarMining https://t.co/s7qqXSB5MH",Ojumahkingsley4
2022-10-05 14:43:32+00:00,1577670829965385728,"#Garugi #TWTR,
 #MetaRPG #ShaarMining https://t.co/eYP8A1UIQW",NguynHongXunVi1
2022-10-05 14:36:28+00:00,1577669052260032514,"The #Garugi get buffs when they are in the domain of Ufas (Twinkle of the Night)
Eastern Sons (Maari) exiled them to the farthest known place, to East Horn Island. 
They were bloodthirsty.
#TWTR
Expatriates are great Batura.

#ShaarMining  #MetaRPG https://t.co/3uWEDRKcDA",turkcrazy07
2022-10-05 14:33:23+00:00,1577668275739283456,"@tobusmcgee @elonmusk You didn’t know that Musk is going to buy #TWTR and then buy Truth Social, combine them, and let Trump run both? And of course he’s going to pay the shareholders thousands of dollars per share.",bowlin
2022-10-05 14:28:46+00:00,1577667115187900416,Who had Musk actually buying Twitter #twtr on their bingo boards. Man I did not see this coming grats on the bags,krabbyklaws
2022-10-05 14:19:18+00:00,1577664732215099392,"$TWTR one of the most mentioned on 4chan over the last 24 hoursVia https://t.co/EHtQ1E9DIg#twtr    #4chan  #altcoin https://t.co/PJ6YTbD0c4",topstonks
2022-10-05 14:12:40+00:00,1577663061875249152,"#Twitter #debt package is comprised of $6.5 billion in #leveraged #loans, $3 billion in secured #bonds, and another $3 billion in unsecured bonds. #elonmusk #twtr #tsla #debt #iou #socialmedia #banks #financials #valuations #mkt",BoilerRoomTweet
2022-10-05 14:11:21+00:00,1577662730147971076,JUST IN: Twitter shares dip after it’s revealed Elon Musk and Twitter legal team haven't yet reached an agreement to end litigation.   #TWTR #ElonMusk,ArionGjonbalaj
2022-10-05 14:01:31+00:00,1577660257744175107,"DWAC $DWAC Stock Slumps Following Musk’s Suggestion to Complete the #Twitter $TWTR Transaction 📉

https://t.co/vMGiIzFxnw

#DWAC #TWTR #stocks #investing #stockmarket",Press_Reach
2022-10-05 14:00:44+00:00,1577660061593341954,"@tomgara To be fair, that’ll save #TWTR the ugliness at needing to massively reduce headcount that #META and #GOOGL are going thru right now. Probably a net win",StoneJack
2022-10-05 13:53:06+00:00,1577658137519296513,"🔹They live in the farthest known place, the East Horn Island,
🔹They were bloodthirsty.
🔹They were the first to hear delusions coming from the Sea of Tarnish...

#ShaarMining #MetaRPG 
#TWTR #Garugi https://t.co/elc2yXdgLl",aliberk174
2022-10-05 13:50:32+00:00,1577657494050160642,"Garugi Expatriate🧐
They marched with Maari durin the Marching Period
Maari exiled them to East Horn Island because they were among the wicked
There was only night the island🌃
They have forgoten  common languge and comunicat with strange sound
#Garugi #TWTR #ShaarMining #MetaRPG https://t.co/EzL5nZyi23",bayrakmert701
2022-10-05 13:49:37+00:00,1577657260599287808,"Are you know the #Garugi (Expatriate) ?

💀 Eastern Sons (Maari) exiled them to the farthest known place, to East Horn Island. 

🩸 They were bloodthirsty. They were the first to hear delusions coming from the Sea of Tarnish..

#TWTR #MetaRPG #ShaarMining https://t.co/ldGsgh1RiS",ozan_the_miner
2022-10-05 13:44:29+00:00,1577655971253571586,And another $TWTR #TWTR one minute 15.5% https://t.co/sPEhbxYDJY,OneMinuteTrades
2022-10-05 13:43:52+00:00,1577655816148189187,"#BTC #Bitcoin #LUNC #cryptocurrency $APE #cryptocurrencies #stockstowatch #AMC #Robinhood #TSLA #TWTR #RIVN #LCID

#MULN @Mullen_USA acquisition of ELMS is already in the bag, announcement on Oct 7 2022. Delivery of EV vans to DelPack ( Amazon ) next month ( November 2022 ). https://t.co/aADbHDulJl",10BROOKLYN01
2022-10-05 13:43:27+00:00,1577655711965782016,15.5% and 8.9% in minutes $TWTR #TWTR https://t.co/PaZjtTrqyG,BetweenBidnAsk
2022-10-05 13:40:32+00:00,1577654978541387780,"@DivesTech I like pizza more than caviar, but I wouldn't sell $1 trillion of caviar for $40 billion of pizza. #tsla #twtr",premsaggar
2022-10-05 13:40:10+00:00,1577654884387749895,8.9% in less then a minute $TWTR #TWTR https://t.co/mJN4n41f13,OneMinuteTrades
2022-10-05 13:39:53+00:00,1577654812799160323,"Hi Shaarchildren
💀Meet the #Garugi (Expatriate),

Eastern Sons (Maari) exiled them to the farthest known place, to East Horn Island. 
😱They were bloodthirsty.
#TWTR
#MetaRPG 
#ShaarMining https://t.co/b3KVAaYKWr",noezoelf4
2022-10-05 13:29:04+00:00,1577652089853022208,"$TWTR seeing sustained chatter on 4chan over the last few daysVia https://t.co/EHtQ1E9DIg#twtr    #4chan  #altcoin https://t.co/I1pfC8Nh5l",topstonks
2022-10-05 13:27:22+00:00,1577651661102845952,"@elonmusk As a new day begins, I’m wondering if @elonmusk is still interested in buying @Twitter #TWTR",moon
2022-10-05 13:26:17+00:00,1577651392600080386,"TWTR, Twitter has indeed had a long accumulation over many months. It is possible that the sharks have continuously increased their accumulation of this stock. When the time comes to buy, the good news is posted.
#TWTR #Musk #ElonMusk #twitter https://t.co/YlGqQLY7ID",tabaysystem
